quantity,original_price,unit_price,item_total,channel,channel_campaigns
3,54.91,54.91,164.73,E-commerce,Website Banner
3,54.87,54.87,164.61,E-commerce,Website Banner
3,54.76,54.76,164.28,App Mobile,App Mobile
3,54.16,54.16,162.48,App Mobile,App Mobile
3,53.91,53.91,161.73,E-commerce,Website Banner
3,53.74,53.74,161.22,App Mobile,App Mobile
3,53.73,53.73,161.19,App Mobile,App Mobile
3,53.67,53.67,161.01,App Mobile,App Mobile
3,53.61,53.61,160.83,App Mobile,App Mobile
3,53.52,53.52,160.56,App Mobile,App Mobile
3,59.41,53.47,160.41,E-commerce,Website Banner
3,53.34,53.34,160.02,E-commerce,Website Banner
3,53.25,53.25,159.75,E-commerce,Website Banner
3,53.19,53.19,159.57,E-commerce,Website Banner
3,53.05,53.05,159.15,App Mobile,App Mobile
3,53.05,53.05,159.15,E-commerce,Website Banner
3,52.94,52.94,158.82,E-commerce,Website Banner
3,52.94,52.94,158.82,App Mobile,App Mobile
3,52.94,52.94,158.82,E-commerce,Website Banner
3,52.94,52.94,158.82,App Mobile,App Mobile
3,52.83,52.83,158.49,E-commerce,Website Banner
3,52.65,52.65,157.95,E-commerce,Website Banner
3,52.6,52.6,157.8,E-commerce,Website Banner
3,52.39,52.39,157.17,E-commerce,Website Banner
3,52.18,52.18,156.54,App Mobile,App Mobile
3,52.08,52.08,156.24,App Mobile,App Mobile
3,52.08,52.08,156.24,E-commerce,Website Banner
3,52.08,52.08,156.24,App Mobile,App Mobile
3,51.7,51.7,155.1,E-commerce,Website Banner
3,51.7,51.7,155.1,App Mobile,App Mobile
3,51.63,51.63,154.89,App Mobile,App Mobile
3,51.63,51.63,154.89,E-commerce,Website Banner
3,51.58,51.58,154.74,App Mobile,App Mobile
3,51.58,51.58,154.74,E-commerce,Website Banner
3,51.33,51.33,153.99,E-commerce,Website Banner
3,51.27,51.27,153.81,E-commerce,Website Banner
3,51.22,51.22,153.66,App Mobile,App Mobile
3,51.22,51.22,153.66,E-commerce,Website Banner
3,51.22,51.22,153.66,E-commerce,Website Banner
3,51.22,51.22,153.66,E-commerce,Website Banner
3,51.17,51.17,153.51,App Mobile,App Mobile
3,51,51,153,E-commerce,Website Banner
3,51,51,153,App Mobile,App Mobile
3,51,51,153,E-commerce,Website Banner
3,50.89,50.89,152.67,E-commerce,Website Banner
3,50.89,50.89,152.67,E-commerce,Website Banner
3,50.89,50.89,152.67,E-commerce,Website Banner
3,50.86,50.86,152.58,App Mobile,App Mobile
3,56.44,50.8,152.39,E-commerce,Website Banner
3,50.41,50.41,151.23,App Mobile,App Mobile
3,50.34,50.34,151.02,App Mobile,App Mobile
3,49.98,49.98,149.94,App Mobile,App Mobile
3,49.98,49.98,149.94,App Mobile,App Mobile
3,49.76,49.76,149.28,E-commerce,Website Banner
3,49.76,49.76,149.28,App Mobile,App Mobile
3,49.74,49.74,149.22,App Mobile,App Mobile
3,49.59,49.59,148.77,E-commerce,Website Banner
3,49.59,49.59,148.77,E-commerce,Website Banner
3,49.4,49.4,148.2,E-commerce,Website Banner
3,49.34,49.34,148.02,E-commerce,Website Banner
3,49.34,49.34,148.02,E-commerce,Website Banner
3,49.34,49.34,148.02,E-commerce,Website Banner
3,49.21,49.21,147.63,E-commerce,Website Banner
3,49.16,49.16,147.48,E-commerce,Website Banner
3,48.88,48.88,146.64,App Mobile,App Mobile
3,48.73,48.73,146.19,App Mobile,App Mobile
3,48.73,48.73,146.19,App Mobile,App Mobile
3,48.72,48.72,146.16,E-commerce,Website Banner
3,48.34,48.34,145.02,E-commerce,Website Banner
3,48.34,48.34,145.02,App Mobile,App Mobile
3,48.12,48.12,144.36,E-commerce,Website Banner
3,48.03,48.03,144.09,App Mobile,App Mobile
3,48.03,48.03,144.09,App Mobile,App Mobile
3,47.91,47.91,143.73,E-commerce,Website Banner
3,47.73,47.73,143.19,E-commerce,Website Banner
3,47.73,47.73,143.19,E-commerce,Website Banner
3,52.91,47.62,142.86,E-commerce,Website Banner
3,68.03,47.62,142.86,App Mobile,Social Media
3,47.59,47.59,142.77,E-commerce,Website Banner
3,47.47,47.47,142.41,App Mobile,App Mobile
3,47.44,47.44,142.32,App Mobile,App Mobile
3,47.44,47.44,142.32,E-commerce,Website Banner
3,47.42,47.42,142.26,E-commerce,Website Banner
3,47.27,47.27,141.81,App Mobile,App Mobile
3,46.9,46.9,140.7,App Mobile,App Mobile
3,46.89,46.89,140.67,App Mobile,App Mobile
3,46.72,46.72,140.16,App Mobile,App Mobile
3,46.41,46.41,139.23,App Mobile,App Mobile
3,51.38,46.24,138.73,E-commerce,Website Banner
3,51.25,46.12,138.38,E-commerce,Website Banner
3,46.11,46.11,138.33,App Mobile,App Mobile
3,46.11,46.11,138.33,E-commerce,Website Banner
3,46.1,46.1,138.3,App Mobile,App Mobile
3,46.09,46.09,138.27,E-commerce,Website Banner
3,46.07,46.07,138.21,App Mobile,App Mobile
3,45.8,45.8,137.4,App Mobile,App Mobile
3,45.75,45.75,137.25,E-commerce,Website Banner
3,45.73,45.73,137.19,E-commerce,Website Banner
3,45.58,45.58,136.74,E-commerce,Website Banner
3,45.58,45.58,136.74,App Mobile,App Mobile
3,45.42,45.42,136.26,E-commerce,Website Banner
3,45.12,45.12,135.36,App Mobile,App Mobile
3,44.9,44.9,134.7,E-commerce,Website Banner
3,44.77,44.77,134.31,E-commerce,Website Banner
3,63.79,44.65,133.96,App Mobile,Social Media
3,44.59,44.59,133.77,App Mobile,App Mobile
3,44.45,44.45,133.35,E-commerce,Website Banner
3,44.45,44.45,133.35,App Mobile,App Mobile
3,44.21,44.21,132.63,App Mobile,App Mobile
3,44.14,44.14,132.42,App Mobile,App Mobile
3,44.14,44.14,132.42,App Mobile,App Mobile
3,44.14,44.14,132.42,App Mobile,App Mobile
3,44.12,44.12,132.36,E-commerce,Website Banner
3,44.06,44.06,132.18,App Mobile,App Mobile
3,44.06,44.06,132.18,E-commerce,Website Banner
3,43.94,43.94,131.82,E-commerce,Website Banner
3,43.84,43.84,131.52,App Mobile,App Mobile
3,43.64,43.64,130.92,E-commerce,Website Banner
3,43.5,43.5,130.5,App Mobile,App Mobile
3,43.5,43.5,130.5,App Mobile,App Mobile
3,43.43,43.43,130.29,E-commerce,Website Banner
3,43.43,43.43,130.29,App Mobile,App Mobile
3,43.4,43.4,130.2,App Mobile,App Mobile
3,43.14,43.14,129.42,E-commerce,Website Banner
3,43.09,43.09,129.27,App Mobile,App Mobile
3,43.06,43.06,129.18,E-commerce,Website Banner
3,43.04,43.04,129.12,E-commerce,Website Banner
3,43.04,43.04,129.12,App Mobile,App Mobile
3,42.76,42.76,128.28,E-commerce,Website Banner
3,42.76,42.76,128.28,E-commerce,Website Banner
3,42.72,42.72,128.16,App Mobile,App Mobile
3,42.67,42.67,128.01,E-commerce,Website Banner
3,42.66,42.66,127.98,App Mobile,App Mobile
3,42.66,42.66,127.98,E-commerce,Website Banner
3,42.31,42.31,126.93,E-commerce,Website Banner
3,42.14,42.14,126.42,App Mobile,App Mobile
3,41.88,41.88,125.64,E-commerce,Website Banner
3,41.64,41.64,124.92,App Mobile,App Mobile
3,41.64,41.64,124.92,App Mobile,App Mobile
3,45.73,41.16,123.47,E-commerce,Website Banner
3,58.67,41.07,123.21,App Mobile,Social Media
3,40.99,40.99,122.97,App Mobile,App Mobile
3,58.25,40.78,122.33,App Mobile,Social Media
3,40.41,40.41,121.23,E-commerce,Website Banner
3,40.36,40.36,121.08,App Mobile,App Mobile
3,40.12,40.12,120.36,E-commerce,Website Banner
3,39.69,39.69,119.07,E-commerce,Website Banner
3,56.69,39.68,119.05,App Mobile,Social Media
3,56.69,39.68,119.05,App Mobile,Social Media
3,39.62,39.62,118.86,E-commerce,Website Banner
3,39.42,39.42,118.26,App Mobile,App Mobile
3,39.42,39.42,118.26,E-commerce,Website Banner
3,39.34,39.34,118.02,E-commerce,Website Banner
3,39.2,39.2,117.6,E-commerce,Website Banner
3,39.2,39.2,117.6,E-commerce,Website Banner
3,39.2,39.2,117.6,App Mobile,App Mobile
3,39.18,39.18,117.54,E-commerce,Website Banner
3,39.16,39.16,117.48,E-commerce,Website Banner
3,43.5,39.15,117.45,E-commerce,Website Banner
3,39.09,39.09,117.27,E-commerce,Website Banner
3,38.9,38.9,116.7,E-commerce,Website Banner
3,38.9,38.9,116.7,App Mobile,App Mobile
3,38.81,38.81,116.43,App Mobile,App Mobile
3,38.81,38.81,116.43,App Mobile,App Mobile
3,38.68,38.68,116.04,E-commerce,Website Banner
3,38.52,38.52,115.56,E-commerce,Website Banner
3,38.52,38.52,115.56,E-commerce,Website Banner
3,38.49,38.49,115.47,App Mobile,App Mobile
3,38.49,38.49,115.47,E-commerce,Website Banner
3,38.42,38.42,115.26,E-commerce,Website Banner
3,54.88,38.42,115.25,App Mobile,Social Media
3,38.41,38.41,115.23,E-commerce,Website Banner
3,54.76,38.33,115,App Mobile,Social Media
3,38.33,38.33,114.99,E-commerce,Website Banner
3,38.33,38.33,114.99,App Mobile,App Mobile
3,38.14,38.14,114.42,E-commerce,Website Banner
3,38.14,38.14,114.42,E-commerce,Website Banner
3,38.06,38.06,114.18,E-commerce,Website Banner
3,38.06,38.06,114.18,App Mobile,App Mobile
3,38.03,38.03,114.09,App Mobile,App Mobile
3,53.93,37.75,113.25,App Mobile,Social Media
3,37.35,37.35,112.05,App Mobile,App Mobile
3,37.35,37.35,112.05,E-commerce,Website Banner
3,37.17,37.17,111.51,E-commerce,Website Banner
3,37.11,37.11,111.33,E-commerce,Website Banner
3,36.9,36.9,110.7,E-commerce,Website Banner
3,36.88,36.88,110.64,App Mobile,App Mobile
3,36.84,36.84,110.52,E-commerce,Website Banner
3,36.79,36.79,110.37,App Mobile,App Mobile
3,52.12,36.48,109.45,App Mobile,Social Media
3,51.9,36.33,108.99,App Mobile,Social Media
3,51.63,36.14,108.42,App Mobile,Social Media
3,36.05,36.05,108.15,E-commerce,Website Banner
3,36.01,36.01,108.03,App Mobile,App Mobile
3,35.73,35.73,107.19,E-commerce,Website Banner
3,39.69,35.72,107.16,E-commerce,Website Banner
3,51,35.7,107.1,App Mobile,Social Media
3,35.69,35.69,107.07,E-commerce,Website Banner
3,35.69,35.69,107.07,App Mobile,App Mobile
3,35.2,35.2,105.6,App Mobile,App Mobile
3,35.2,35.2,105.6,E-commerce,Website Banner
3,35.16,35.16,105.48,App Mobile,App Mobile
3,50.04,35.03,105.08,App Mobile,Social Media
3,49.4,34.58,103.74,App Mobile,Social Media
3,34.45,34.45,103.35,App Mobile,App Mobile
3,34.45,34.45,103.35,E-commerce,Website Banner
3,34.39,34.39,103.17,App Mobile,App Mobile
3,34.39,34.39,103.17,E-commerce,Website Banner
3,34.35,34.35,103.05,App Mobile,App Mobile
3,34.35,34.35,103.05,App Mobile,App Mobile
3,34.25,34.25,102.75,E-commerce,Website Banner
3,34.25,34.25,102.75,App Mobile,App Mobile
3,34.23,34.23,102.69,E-commerce,Website Banner
3,48.38,33.87,101.6,App Mobile,Social Media
3,33.59,33.59,100.77,E-commerce,Website Banner
3,33.59,33.59,100.77,App Mobile,App Mobile
3,46.9,32.83,98.49,App Mobile,Social Media
3,46.36,32.45,97.36,App Mobile,Social Media
3,32.41,32.41,97.23,E-commerce,Website Banner
3,36.01,32.41,97.23,E-commerce,Website Banner
3,32.41,32.41,97.23,E-commerce,Website Banner
3,31.84,31.84,95.52,E-commerce,Website Banner
3,31.84,31.84,95.52,E-commerce,Website Banner
3,31.84,31.84,95.52,App Mobile,App Mobile
3,31.67,31.67,95.01,E-commerce,Website Banner
3,45.12,31.58,94.75,App Mobile,Social Media
3,31.09,31.09,93.27,App Mobile,App Mobile
3,34.47,31.02,93.07,E-commerce,Website Banner
3,30.85,30.85,92.55,App Mobile,App Mobile
3,30.83,30.83,92.49,E-commerce,Website Banner
3,30.41,30.41,91.23,App Mobile,App Mobile
3,30.41,30.41,91.23,E-commerce,Website Banner
3,30.35,30.35,91.05,E-commerce,Website Banner
3,30.07,30.07,90.21,E-commerce,Website Banner
3,29.97,29.97,89.91,E-commerce,Website Banner
3,29.97,29.97,89.91,E-commerce,Website Banner
3,29.82,29.82,89.46,E-commerce,Website Banner
3,29.81,29.81,89.43,App Mobile,App Mobile
3,29.81,29.81,89.43,App Mobile,App Mobile
3,29.81,29.81,89.43,E-commerce,Website Banner
3,29.63,29.63,88.89,App Mobile,App Mobile
3,31.84,28.66,85.97,E-commerce,Website Banner
3,40.94,28.66,85.97,App Mobile,Social Media
3,28.58,28.58,85.74,E-commerce,Website Banner
3,40.41,28.29,84.86,App Mobile,Social Media
3,31.09,27.98,83.94,E-commerce,Website Banner
3,39.83,27.88,83.64,App Mobile,Social Media
3,39.83,27.88,83.64,App Mobile,Social Media
3,29.82,26.84,80.51,E-commerce,Website Banner
3,26.41,26.41,79.23,App Mobile,App Mobile
3,25.7,25.7,77.1,App Mobile,App Mobile
3,25.15,25.15,75.45,App Mobile,App Mobile
3,25.15,25.15,75.45,E-commerce,Website Banner
3,24.96,24.96,74.88,App Mobile,App Mobile
3,35.2,24.64,73.92,App Mobile,Social Media
3,34.45,24.12,72.34,App Mobile,Social Media
3,33.94,23.76,71.27,App Mobile,Social Media
3,23.68,23.68,71.04,E-commerce,Website Banner
3,32.21,22.55,67.64,App Mobile,Social Media
3,31.67,22.17,66.51,App Mobile,Social Media
3,31.61,22.13,66.38,App Mobile,Social Media
3,21.53,21.53,64.59,E-commerce,Website Banner
3,21.53,21.53,64.59,E-commerce,Website Banner
3,21.38,21.38,64.14,E-commerce,Website Banner
3,16.69,16.69,50.07,App Mobile,App Mobile
3,14.64,14.64,43.92,E-commerce,Website Banner
3,14.64,14.64,43.92,E-commerce,Website Banner
4,85.9,85.9,343.6,E-commerce,Website Banner
4,81.79,81.79,327.16,App Mobile,App Mobile
4,81.7,81.7,326.8,App Mobile,App Mobile
4,81.7,81.7,326.8,E-commerce,Website Banner
4,81.7,81.7,326.8,E-commerce,Website Banner
4,81.06,81.06,324.24,E-commerce,Website Banner
4,80.76,80.76,323.04,App Mobile,App Mobile
4,80.76,80.76,323.04,App Mobile,App Mobile
4,79.7,79.7,318.8,E-commerce,Website Banner
4,79.7,79.7,318.8,App Mobile,App Mobile
4,79.7,79.7,318.8,E-commerce,Website Banner
4,78.63,78.63,314.52,E-commerce,Website Banner
4,78.45,78.45,313.8,App Mobile,App Mobile
4,77.9,77.9,311.6,E-commerce,Website Banner
4,77.59,77.59,310.36,E-commerce,Website Banner
4,76.96,76.96,307.84,E-commerce,Website Banner
4,75.47,75.47,301.88,App Mobile,App Mobile
4,75.47,75.47,301.88,E-commerce,Website Banner
4,75.4,75.4,301.6,App Mobile,App Mobile
4,75.17,75.17,300.68,E-commerce,Website Banner
4,75.17,75.17,300.68,E-commerce,Website Banner
4,75.17,75.17,300.68,E-commerce,Website Banner
4,74.81,74.81,299.24,App Mobile,App Mobile
4,74.81,74.81,299.24,E-commerce,Website Banner
4,74.17,74.17,296.68,App Mobile,App Mobile
4,74.13,74.13,296.52,E-commerce,Website Banner
4,81.8,73.62,294.48,E-commerce,Website Banner
4,72.8,72.8,291.2,App Mobile,App Mobile
4,71.15,71.15,284.6,E-commerce,Website Banner
4,70.46,70.46,281.84,App Mobile,App Mobile
4,69.82,69.82,279.28,App Mobile,App Mobile
4,68.47,68.47,273.88,App Mobile,App Mobile
4,68.22,68.22,272.88,E-commerce,Website Banner
4,67.73,67.73,270.92,App Mobile,App Mobile
4,67.07,67.07,268.28,App Mobile,App Mobile
4,67.07,67.07,268.28,E-commerce,Website Banner
4,67.07,67.07,268.28,App Mobile,App Mobile
4,66.99,66.99,267.96,App Mobile,App Mobile
4,66.99,66.99,267.96,E-commerce,Website Banner
4,66.87,66.87,267.48,E-commerce,Website Banner
4,66.87,66.87,267.48,App Mobile,App Mobile
4,66.87,66.87,267.48,E-commerce,Website Banner
4,66.52,66.52,266.08,App Mobile,App Mobile
4,66.5,66.5,266,E-commerce,Website Banner
4,66.5,66.5,266,E-commerce,Website Banner
4,66.38,66.38,265.52,App Mobile,App Mobile
4,66.38,66.38,265.52,App Mobile,App Mobile
4,66.33,66.33,265.32,E-commerce,Website Banner
4,66.33,66.33,265.32,App Mobile,App Mobile
4,65.88,65.88,263.52,E-commerce,Website Banner
4,65.26,65.26,261.04,E-commerce,Website Banner
4,65.26,65.26,261.04,App Mobile,App Mobile
4,65.23,65.23,260.92,App Mobile,App Mobile
4,65.17,65.17,260.68,E-commerce,Website Banner
4,65.17,65.17,260.68,E-commerce,Website Banner
4,65.17,65.17,260.68,E-commerce,Website Banner
4,64.84,64.84,259.36,E-commerce,Website Banner
4,64.5,64.5,258,App Mobile,App Mobile
4,64.44,64.44,257.76,E-commerce,Website Banner
4,64.44,64.44,257.76,App Mobile,App Mobile
4,64.44,64.44,257.76,App Mobile,App Mobile
4,64.11,64.11,256.44,App Mobile,App Mobile
4,64.08,64.08,256.32,E-commerce,Website Banner
4,64.08,64.08,256.32,E-commerce,Website Banner
4,64.08,64.08,256.32,E-commerce,Website Banner
4,64.08,64.08,256.32,E-commerce,Website Banner
4,64.08,64.08,256.32,E-commerce,Website Banner
4,63.82,63.82,255.28,E-commerce,Website Banner
4,63.79,63.79,255.16,App Mobile,App Mobile
4,63.23,63.23,252.92,App Mobile,App Mobile
4,63.23,63.23,252.92,E-commerce,Website Banner
4,62.92,62.92,251.68,App Mobile,App Mobile
4,62.8,62.8,251.2,App Mobile,App Mobile
4,62.52,62.52,250.08,App Mobile,App Mobile
4,62.48,62.48,249.92,App Mobile,App Mobile
4,62.34,62.34,249.36,App Mobile,App Mobile
4,62.27,62.27,249.08,E-commerce,Website Banner
4,61.78,61.78,247.12,E-commerce,Website Banner
4,61.7,61.7,246.8,E-commerce,Website Banner
4,61.67,61.67,246.68,App Mobile,App Mobile
4,61.67,61.67,246.68,App Mobile,App Mobile
4,61.61,61.61,246.44,E-commerce,Website Banner
4,61.6,61.6,246.4,E-commerce,Website Banner
4,61.27,61.27,245.08,App Mobile,App Mobile
4,61.22,61.22,244.88,App Mobile,App Mobile
4,61.2,61.2,244.8,E-commerce,Website Banner
4,61.12,61.12,244.48,App Mobile,App Mobile
4,60.83,60.83,243.32,App Mobile,App Mobile
4,60.83,60.83,243.32,App Mobile,App Mobile
4,60.83,60.83,243.32,E-commerce,Website Banner
4,60.79,60.79,243.16,E-commerce,Website Banner
4,60.68,60.68,242.72,E-commerce,Website Banner
4,60.12,60.12,240.48,App Mobile,App Mobile
4,60,60,240,E-commerce,Website Banner
4,59.9,59.9,239.6,App Mobile,App Mobile
4,59.78,59.78,239.12,App Mobile,App Mobile
4,59.58,59.58,238.32,E-commerce,Website Banner
4,59.58,59.58,238.32,E-commerce,Website Banner
4,59.58,59.58,238.32,App Mobile,App Mobile
4,59.56,59.56,238.24,E-commerce,Website Banner
4,59.56,59.56,238.24,App Mobile,App Mobile
4,59.56,59.56,238.24,E-commerce,Website Banner
4,59.56,59.56,238.24,E-commerce,Website Banner
4,59.33,59.33,237.32,App Mobile,App Mobile
4,59.33,59.33,237.32,E-commerce,Website Banner
4,59.32,59.32,237.28,App Mobile,App Mobile
4,59.21,59.21,236.84,App Mobile,App Mobile
4,58.94,58.94,235.76,App Mobile,App Mobile
4,58.91,58.91,235.64,E-commerce,Website Banner
4,58.86,58.86,235.44,E-commerce,Website Banner
4,58.86,58.86,235.44,E-commerce,Website Banner
4,58.7,58.7,234.8,App Mobile,App Mobile
4,58.67,58.67,234.68,App Mobile,App Mobile
4,65.17,58.65,234.61,E-commerce,Website Banner
4,58.34,58.34,233.36,App Mobile,App Mobile
4,58.25,58.25,233,E-commerce,Website Banner
4,58.11,58.11,232.44,E-commerce,Website Banner
4,58.11,58.11,232.44,App Mobile,App Mobile
4,57.98,57.98,231.92,E-commerce,Website Banner
4,57.98,57.98,231.92,E-commerce,Website Banner
4,57.98,57.98,231.92,E-commerce,Website Banner
4,57.98,57.98,231.92,App Mobile,App Mobile
4,57.8,57.8,231.2,E-commerce,Website Banner
4,57.66,57.66,230.64,E-commerce,Website Banner
4,57.66,57.66,230.64,E-commerce,Website Banner
4,57.51,57.51,230.04,App Mobile,App Mobile
4,57.51,57.51,230.04,App Mobile,App Mobile
4,57.31,57.31,229.24,App Mobile,App Mobile
4,57.17,57.17,228.68,App Mobile,App Mobile
4,57.17,57.17,228.68,App Mobile,App Mobile
4,57.11,57.11,228.44,E-commerce,Website Banner
4,56.84,56.84,227.36,E-commerce,Website Banner
4,56.7,56.7,226.8,E-commerce,Website Banner
4,56.7,56.7,226.8,App Mobile,App Mobile
4,62.8,56.52,226.08,E-commerce,Website Banner
4,56.29,56.29,225.16,E-commerce,Website Banner
4,56.29,56.29,225.16,E-commerce,Website Banner
4,56.2,56.2,224.8,App Mobile,App Mobile
4,55.91,55.91,223.64,E-commerce,Website Banner
4,55.91,55.91,223.64,App Mobile,App Mobile
4,55.52,55.52,222.08,E-commerce,Website Banner
4,55.14,55.14,220.56,E-commerce,Website Banner
4,55.04,55.04,220.16,App Mobile,App Mobile
4,55.04,55.04,220.16,App Mobile,App Mobile
4,55.03,55.03,220.12,App Mobile,App Mobile
4,55.01,55.01,220.04,App Mobile,App Mobile
4,78.45,54.92,219.66,App Mobile,Social Media
4,54.91,54.91,219.64,App Mobile,App Mobile
4,54.88,54.88,219.52,App Mobile,App Mobile
4,54.61,54.61,218.44,App Mobile,App Mobile
4,54.28,54.28,217.12,App Mobile,App Mobile
4,54.2,54.2,216.8,App Mobile,App Mobile
4,53.99,53.99,215.96,App Mobile,App Mobile
4,53.93,53.93,215.72,E-commerce,Website Banner
4,53.74,53.74,214.96,App Mobile,App Mobile
4,53.74,53.74,214.96,E-commerce,Website Banner
4,53.67,53.67,214.68,E-commerce,Website Banner
4,53.61,53.61,214.44,App Mobile,App Mobile
4,53.46,53.46,213.84,App Mobile,App Mobile
4,53.25,53.25,213,App Mobile,App Mobile
4,53.19,53.19,212.76,E-commerce,Website Banner
4,53.05,53.05,212.2,App Mobile,App Mobile
4,53.05,53.05,212.2,App Mobile,App Mobile
4,58.91,53.02,212.08,E-commerce,Website Banner
4,52.91,52.91,211.64,App Mobile,App Mobile
4,52.88,52.88,211.52,App Mobile,App Mobile
4,52.88,52.88,211.52,E-commerce,Website Banner
4,52.65,52.65,210.6,App Mobile,App Mobile
4,52.6,52.6,210.4,App Mobile,App Mobile
4,52.39,52.39,209.56,E-commerce,Website Banner
4,52.39,52.39,209.56,E-commerce,Website Banner
4,52.36,52.36,209.44,App Mobile,App Mobile
4,52.28,52.28,209.12,App Mobile,App Mobile
4,52.12,52.12,208.48,App Mobile,App Mobile
4,52.12,52.12,208.48,E-commerce,Website Banner
4,52.11,52.11,208.44,App Mobile,App Mobile
4,52.11,52.11,208.44,App Mobile,App Mobile
4,52.1,52.1,208.4,App Mobile,App Mobile
4,52.1,52.1,208.4,App Mobile,App Mobile
4,52.08,52.08,208.32,E-commerce,Website Banner
4,52.08,52.08,208.32,App Mobile,App Mobile
4,74.26,51.98,207.93,App Mobile,Social Media
4,51.97,51.97,207.88,App Mobile,App Mobile
4,74.24,51.97,207.87,App Mobile,Social Media
4,51.9,51.9,207.6,E-commerce,Website Banner
4,51.8,51.8,207.2,E-commerce,Website Banner
4,51.8,51.8,207.2,App Mobile,App Mobile
4,51.7,51.7,206.8,App Mobile,App Mobile
4,51.4,51.4,205.6,App Mobile,App Mobile
4,51.4,51.4,205.6,App Mobile,App Mobile
4,51.09,51.09,204.36,App Mobile,App Mobile
4,51.09,51.09,204.36,App Mobile,App Mobile
4,51,51,204,E-commerce,Website Banner
4,51,51,204,App Mobile,App Mobile
4,50.91,50.91,203.64,App Mobile,App Mobile
4,50.89,50.89,203.56,App Mobile,App Mobile
4,50.88,50.88,203.52,E-commerce,Website Banner
4,50.85,50.85,203.4,App Mobile,App Mobile
4,50.72,50.72,202.88,App Mobile,App Mobile
4,50.72,50.72,202.88,E-commerce,Website Banner
4,50.68,50.68,202.72,App Mobile,App Mobile
4,50.68,50.68,202.72,App Mobile,App Mobile
4,50.52,50.52,202.08,App Mobile,App Mobile
4,50.41,50.41,201.64,E-commerce,Website Banner
4,50.34,50.34,201.36,E-commerce,Website Banner
4,50.34,50.34,201.36,App Mobile,App Mobile
4,50.34,50.34,201.36,E-commerce,Website Banner
4,50.04,50.04,200.16,E-commerce,Website Banner
4,50.04,50.04,200.16,E-commerce,Website Banner
4,49.98,49.98,199.92,App Mobile,App Mobile
4,49.84,49.84,199.36,App Mobile,App Mobile
4,49.81,49.81,199.24,App Mobile,App Mobile
4,49.74,49.74,198.96,E-commerce,Website Banner
4,49.59,49.59,198.36,App Mobile,App Mobile
4,49.41,49.41,197.64,App Mobile,App Mobile
4,49.4,49.4,197.6,E-commerce,Website Banner
4,49.4,49.4,197.6,App Mobile,App Mobile
4,49.16,49.16,196.64,E-commerce,Website Banner
4,49.16,49.16,196.64,E-commerce,Website Banner
4,48.86,48.86,195.44,App Mobile,App Mobile
4,48.73,48.73,194.92,App Mobile,App Mobile
4,48.72,48.72,194.88,E-commerce,Website Banner
4,48.34,48.34,193.36,App Mobile,App Mobile
4,48.19,48.19,192.76,E-commerce,Website Banner
4,48.03,48.03,192.12,E-commerce,Website Banner
4,47.91,47.91,191.64,App Mobile,App Mobile
4,47.87,47.87,191.48,E-commerce,Website Banner
4,47.73,47.73,190.92,E-commerce,Website Banner
4,47.66,47.66,190.64,App Mobile,App Mobile
4,52.94,47.65,190.58,E-commerce,Website Banner
4,47.59,47.59,190.36,App Mobile,App Mobile
4,47.47,47.47,189.88,E-commerce,Website Banner
4,47.44,47.44,189.76,E-commerce,Website Banner
4,47.42,47.42,189.68,App Mobile,App Mobile
4,47.42,47.42,189.68,E-commerce,Website Banner
4,47.27,47.27,189.08,App Mobile,App Mobile
4,46.99,46.99,187.96,App Mobile,App Mobile
4,67.02,46.91,187.66,App Mobile,Social Media
4,46.9,46.9,187.6,E-commerce,Website Banner
4,46.9,46.9,187.6,App Mobile,App Mobile
4,46.89,46.89,187.56,E-commerce,Website Banner
4,66.5,46.55,186.2,App Mobile,Social Media
4,46.52,46.52,186.08,E-commerce,Website Banner
4,46.52,46.52,186.08,E-commerce,Website Banner
4,46.52,46.52,186.08,E-commerce,Website Banner
4,46.41,46.41,185.64,App Mobile,App Mobile
4,46.36,46.36,185.44,E-commerce,Website Banner
4,51.38,46.24,184.97,E-commerce,Website Banner
4,46.11,46.11,184.44,App Mobile,App Mobile
4,46.1,46.1,184.4,E-commerce,Website Banner
4,46.07,46.07,184.28,E-commerce,Website Banner
4,46.07,46.07,184.28,E-commerce,Website Banner
4,46.04,46.04,184.16,E-commerce,Website Banner
4,45.97,45.97,183.88,App Mobile,App Mobile
4,45.75,45.75,183,E-commerce,Website Banner
4,45.75,45.75,183,E-commerce,Website Banner
4,45.73,45.73,182.92,E-commerce,Website Banner
4,45.73,45.73,182.92,App Mobile,App Mobile
4,45.62,45.62,182.48,App Mobile,App Mobile
4,45.62,45.62,182.48,E-commerce,Website Banner
4,45.62,45.62,182.48,E-commerce,Website Banner
4,45.58,45.58,182.32,App Mobile,App Mobile
4,45.42,45.42,181.68,E-commerce,Website Banner
4,64.84,45.39,181.55,App Mobile,Social Media
4,45.27,45.27,181.08,E-commerce,Website Banner
4,45.19,45.19,180.76,App Mobile,App Mobile
4,45.12,45.12,180.48,E-commerce,Website Banner
4,45.12,45.12,180.48,E-commerce,Website Banner
4,44.9,44.9,179.6,E-commerce,Website Banner
4,44.77,44.77,179.08,App Mobile,App Mobile
4,44.77,44.77,179.08,E-commerce,Website Banner
4,44.45,44.45,177.8,E-commerce,Website Banner
4,44.32,44.32,177.28,E-commerce,Website Banner
